url,id,prediction,actual,themse,moves,probability,
https://lichess.org/TfRvsd3p/black#84,002xh,FALSE,FALSE,crushing endgame long,Nh4 Kxb5 Ng2 Ka6 Ne3 Kb7,0.36,
https://lichess.org/drahwNdj#95,004LZ,FALSE,TRUE,advancedPawn crushing defensiveMove deflection endgame long promotion,Nxg2 c2+ Ka2 c1=Q Rd7+ Ke2,0.37,
https://lichess.org/RMj9gStA/black#72,005qG,TRUE,TRUE,crushing defensiveMove endgame long,f4 Bxd5 fxg3 hxg3 Kxd5 g4,0.68,
https://lichess.org/mXf4gFYU/black#54,0078T,FALSE,TRUE,attraction crushing defensiveMove exposedKing long middlegame queensideAttack sacrifice,dxe3 Rxb7+ Kxb7 Qf7+ Kb8 Be7,0.13,
https://lichess.org/SFxNjHBp#85,00AHY,FALSE,FALSE,advantage endgame long,h5 a3 Rxa3 Rxa3 Re8+ Kh7,0.14,
https://lichess.org/u5HjwjcV/black#124,00EUu,TRUE,TRUE,crushing defensiveMove endgame long,Rh6+ Kxh6 c1=Q+ g5 Qc6+ Kg7,0.81,
https://lichess.org/JyqJknFl#61,00HGG,TRUE,TRUE,crushing defensiveMove endgame long pawnEndgame,g5 fxg5 Kg4 gxf4 Kxf4 Kf6,0.62,
https://lichess.org/IQW9ts1W#47,00R4l,TRUE,TRUE,advantage defensiveMove endgame long,Rxa7 Rxa7 Rxa7 Re1+ Bf1 Bf5,0.695,
https://lichess.org/ZILz4GAu#53,00R8C,FALSE,FALSE,crushing fork master middlegame veryLong,Bxf3 Qf4 Bxg7+ Kh7 Re5 Nxe5 Bxe5 Bxe5 Re1 Qxf3,0.44,
https://lichess.org/HiWWZDYW#55,00Rqg,TRUE,TRUE,advantage defensiveMove long middlegame quietMove,Rxe6 Qh7 Qa8+ Bb8 Rc6+ bxc6,0.83,
https://lichess.org/VEqrGfJg#91,00WzB,FALSE,FALSE,advancedPawn bishopEndgame crushing endgame promotion quietMove veryLong,Bf1 Ba8 Kd6 e4 Bg2 Kg4 a6 h3 Bh1 e3 Bxa8 exf2 Bf3+ Kg3 a7 f1=Q a8=Q Qxf3,0.16,
https://lichess.org/PReNb2iq/black#44,00a2M,TRUE,TRUE,advantage defensiveMove long middlegame,Qc5+ Kb3 Re5 Nxe5 dxe5 Qh4,0.82,
https://lichess.org/FrYWZCWt#29,00bmj,TRUE,TRUE,advantage defensiveMove opening pin veryLong,Qb4+ c5 Qc4 Qe7+ Be2 b5 Qd3 Bf5 Qxd4 cxd4,0.68,
https://lichess.org/EYvcgkvd#61,00gtb,FALSE,FALSE,crushing endgame veryLong,Rxd5 Rc1+ Kh2 Qg5 Qb8+ Kg7 e6 Qxd5,0.16,
https://lichess.org/TAw4No8T/black#48,00p93,FALSE,FALSE,crushing long middlegame pin queensideAttack,Ne6 Bxa7+ Kxa7 axb5 Rd2+ Kxd2,0.14,
https://lichess.org/usaxh789/black#122,00slx,FALSE,FALSE,crushing endgame long rookEndgame,Ke7 Ke5 Rg8 Rxe6+ Kf7 f5,0.25,
https://lichess.org/E3V8WTvF/black#82,013vX,FALSE,FALSE,advancedPawn crushing endgame knightEndgame long,h3 b6 Nd6 Ne7+ Kd7 a7,0.11,
https://lichess.org/l9CpsKKt#61,016Ju,FALSE,TRUE,crushing defensiveMove endgame veryLong,Ne4 Rc1+ Kh2 Qf4+ g3 Qf3 Rxf8+ Kxf8 Qc5+ Kg8,0,
https://lichess.org/alW9L2kD/black#40,0199s,TRUE,TRUE,crushing defensiveMove kingsideAttack long middlegame sacrifice,Qe8 Rxh6+ gxh6 Qxh6+ Kg8 Rh1,0.76,
https://lichess.org/pOyJVJho/black#46,01DwE,FALSE,FALSE,advantage clearance fork long middlegame,Qf5 Qxf5 gxf5 Nd2 f4 Rf3,0.13,
https://lichess.org/oXYJR89c#91,01Epj,FALSE,FALSE,advancedPawn crushing endgame master masterVsMaster promotion queenRookEndgame quietMove veryLong,Kg6 R8f6+ Qxf6 Rxf6+ Kxf6 a4 f5 a3 Kg6 a2 f6 a1=Q,0.11,
https://lichess.org/xBiZzLMA#35,01GHp,TRUE,TRUE,advantage clearance defensiveMove long middlegame,Kh1 Rxf1+ Nxf1 Rf8 Ng3 Re8,0.67,
https://lichess.org/ajg0odGo#75,01ICu,FALSE,TRUE,crushing defensiveMove endgame long,Kf1 Rxf2+ Kg1 Ne2+ Kh1 Nd4,0.15,
https://lichess.org/ZZHls8bT/black#58,01IiI,TRUE,TRUE,crushing defensiveMove long middlegame,Qd3 Qf7 Qd8 Rd1 Qc8+ Rd7,0.72,
https://lichess.org/qSvjNJDM/black#96,01JUS,FALSE,FALSE,crushing endgame pawnEndgame veryLong,f5 Kd5 g5 fxg5 f4 Ke4 Kxc6 Kxf4,0.46,
https://lichess.org/fFIG7SW1/black#76,01MNV,FALSE,TRUE,crushing defensiveMove endgame long pawnEndgame zugzwang,Kf6 Kh6 Ke6 Kg6 Ke7 Kg7,0.22,
https://lichess.org/XVqNulDH#93,01Mp3,FALSE,FALSE,crushing endgame long,f3 Qxa2+ Nxa2 Kc4 Kf2 Kb3,0.36,
https://lichess.org/7YyhD0TT/black#84,01OkZ,FALSE,TRUE,crushing defensiveMove endgame master quietMove sacrifice veryLong,a5 h5 Ke5 h6 Bc2 Kg4 Bf5+ Kh5 Kxf4 g6,0.44,
https://lichess.org/QKS4eZ7Q#45,01d0S,FALSE,FALSE,crushing endgame long,Kf2 Qg5 Rh8+ Kxh8 Qc8+ Kh7,0.11,
https://lichess.org/0Sy81sko/black#72,01mH1,FALSE,FALSE,crushing endgame knightEndgame long quietMove,g6 fxg6 hxg6 h4 c5+ bxc5+,0.193333333,
https://lichess.org/1c1XWvJg#187,01vys,TRUE,TRUE,crushing defensiveMove endgame master masterVsMaster queenEndgame quietMove veryLong zugzwang,Qd6 Qd5+ Qxd5 exd5 Kf3 Kf5 Ke3 Ke5 Kd3 d4 f3 Kd5,0.83,
https://lichess.org/oW1HIbhI/black#74,0248u,TRUE,TRUE,crushing defensiveMove endgame pawnEndgame quietMove veryLong,Ke4 Kxc4 Kxf4 d5 Ke5 Kc5 f4 d6 Ke6 Kc6,0.7,
https://lichess.org/iAok7RN9#43,024uA,TRUE,TRUE,capturingDefender defensiveMove discoveredAttack equality long middlegame,Nxe5 dxe5 Rxd7 Qxc6 Rxd8+ Kh7,0.74,
https://lichess.org/3ji3p5TA#107,02BXF,FALSE,TRUE,crushing defensiveMove endgame quietMove rookEndgame veryLong,Rh4 f5 Kd2 Kg5 Rh8 Kf4 b4 g3 Rh4+ Kf3,0.48,
https://lichess.org/IlE1ZcIO#29,02Nzx,TRUE,TRUE,advantage defensiveMove long middlegame trappedPiece,exf6+ Kf8 Rxe8+ Bxe8 Bxa4 bxa4,0.82,
https://lichess.org/XwMMvTuU/black#70,02XIJ,FALSE,FALSE,advancedPawn advantage fork middlegame promotion veryLong,Qh3+ Kf2 Rf4 a8=Q+ Kg7 Qab7+ Ne7 Qe3 Rxf3+ Qxf3,0.28,
https://lichess.org/n5JaYhRz#69,02bax,FALSE,FALSE,advancedPawn crushing endgame hangingPiece long,Rc7+ Kxc7 a7 c4+ Kxd4 g2,0.36,
https://lichess.org/A4fUdHcm#81,02meJ,FALSE,FALSE,crushing endgame master skewer veryLong,c6 Bh3+ Kxf3 Bxd7 cxd7 Ke7 d8=R Kxd8,0.29,
https://lichess.org/qp95GS6A/black#26,02ovT,FALSE,FALSE,advantage fork long middlegame,Nd4 Ne7+ Kh8 Nxg6+ fxg6 Qe3,0.18,
https://lichess.org/W8lnQSmA#51,02yxb,FALSE,FALSE,attackingF2F7 crushing intermezzo middlegame pin veryLong,Rxh8 Qxf2+ Kd1 Rxh8 Qxd6 Rd8 Qxd8+ Kxd8,0.2,
https://lichess.org/KAOoU39e/black#92,033Z2,FALSE,FALSE,bishopEndgame crushing endgame long,Bb4 Kd7 h4 e6 h3 Bxa5,0.15,
https://lichess.org/65on2AhX/black#66,03YED,FALSE,TRUE,advantage defensiveMove middlegame veryLong,Bxd5 Bd6 Re2+ Rxe2 Qxd6 Re8+ Kh7 cxd5 Qxf4+ Kh1,0.03,
https://lichess.org/z3taYv9k/black#40,0BI1V,FALSE,TRUE,attraction crushing defensiveMove kingsideAttack middlegame sacrifice veryLong,Qb2 Rxg7+ Kxg7 Rg1+ Ng4 Rxg4+ Kh8 Bh6 Qb1+ Kg2,0,
https://lichess.org/5dbq2nFD#39,0Io2a,FALSE,TRUE,advantage attraction defensiveMove fork middlegame sacrifice veryLong,Bd3 Nf3+ gxf3 Bxf3 Be2 Bxe2 Re1 Rxf2 Kxf2 Bd4+ Kg3 Be5+ Bf4 Bxd1 Rxe5 Qd7,0,
https://lichess.org/OFRJrUXE/black#84,0Iw1W,FALSE,TRUE,crushing defensiveMove endgame veryLong,Re3 Qxh4+ Kg8 Rxe3 dxe3 Qxc4+ bxc4 Kc1,0.05,
https://lichess.org/FZaDqYyD#27,0QQ5l,FALSE,TRUE,advancedPawn advantage attackingF2F7 defensiveMove exposedKing opening veryLong,hxg3 hxg3 Rxh8 gxf2+ Kxf2 Bxh8 Qh1 Bg7,0.05,
https://lichess.org/ma5pbsPp/black#68,0RZm0,FALSE,TRUE,advantage defensiveMove endgame veryLong,Rxe3 Qf6+ Kh7 Rf4 Qxf4 Qxf4 Re1+ Kh2,0,
https://lichess.org/2XXnEtcf#101,0WFyT,FALSE,TRUE,advantage defensiveMove deflection endgame veryLong,h6 Nxh6 Kg5 Nf7+ Kf4 Kxf6 Kxe4 Ke6,0.08,
https://lichess.org/gafPEr0Q/black#38,0hddC,FALSE,TRUE,advantage defensiveMove middlegame veryLong,Qxe4 Bc5 Qd5 Qxd5 Rxd5 Bxe7 Re8 Bb4,0,
https://lichess.org/ge8AMTpK#53,0irmO,FALSE,TRUE,advantage defensiveMove discoveredAttack middlegame sacrifice veryLong,Ra1 Qxf2+ Kxf2 Bxe4+ Ke2 Bxc2 Ra2 Bf5,0,
https://lichess.org/ObFTeVFY/black#72,0rUID,FALSE,TRUE,advantage bishopEndgame defensiveMove endgame veryLong,Kg5 d5 cxd5 cxd5 f5 d6 fxg4+ Ke4,0.09,
https://lichess.org/QOuqkGev/black#66,0x1Bc,FALSE,TRUE,advantage defensiveMove endgame veryLong,Kb6 Rxb7+ Ka5 Rd7 Rxb5 Bxb5 Kxb5 Be5,0.09,
https://lichess.org/jAfvUEMu/black#78,0yRw7,FALSE,TRUE,crushing defensiveMove endgame rookEndgame veryLong,fxg3 Rd8+ Kc6 Rxd5 Kxd5 fxg3 h4 g4,0.07,
https://lichess.org/P6T7fA44/black#54,10HHs,FALSE,TRUE,attraction crushing defensiveMove master middlegame sacrifice veryLong,Bc7 Rxa5 Qxa5 Ra1 Rhd8 Rxa5 Rd1+ Kh2 e4+ g3,0.01,0
https://lichess.org/Lx7iXtVW#75,12cAu,FALSE,TRUE,crushing defensiveMove endgame pawnEndgame veryLong,f4 Kc7 c6 b4 axb4 axb4 Kc4 Kxc6 Kxb4 Kd5,0.09,
https://lichess.org/MHqFEboA#77,13wsr,FALSE,TRUE,advancedPawn advantage defensiveMove deflection endgame long promotion,Kc4 f1=Q+ Rxf1 Qd5+ Kc3 Rxb8,0.02,1
https://lichess.org/YO526BqU/black#52,15EfR,FALSE,TRUE,advantage defensiveMove fork middlegame sacrifice veryLong,g5 Rxg5+ fxg5 Rxg5+ Qxg5 Bxg5 Re1+ Kg2 Nf7 Bf6,0.05,
https://lichess.org/WePqBc2T#77,161gQ,FALSE,TRUE,advantage defensiveMove endgame veryLong,Bxd5 Qb1+ Kf2 Qxb2+ Kg3 Bxd5 Qh3+ Kg7,0.05,
https://lichess.org/gd8NkjQE#89,1F7nH,FALSE,TRUE,crushing defensiveMove endgame veryLong,Bf3 Nxf3 Kxf3 Kg5 h6 Kxh6 Kf4 Kg6,0.08,
https://lichess.org/M1KenVtz/black#62,1FWXX,FALSE,TRUE,attraction crushing defensiveMove endgame master pin queenEndgame veryLong,a5 bxa5 Qc5 axb6+ Kxb6 Qd6+ Qxd6 exd6 Kc6 c5,0.05,
https://lichess.org/6OvfNHz5#21,4qBJX,TRUE,FALSE,advantage hangingPiece long opening,Bxh7+ Kxh7 Ng5+ Kg6 Qd3+ Nf5,0.931666667,1
https://lichess.org/UczaR6u7/black#102,74DHo,TRUE,FALSE,crushing endgame pawnEndgame quietMove veryLong zugzwang,f5+ gxf5+ gxf5+ Kd4 Kd6 h5 Ke6 Kc5,0.94,?
